Id,Probability
500,0.1269586
501,0.15895444
502,0.097521804
503,0.25009173
504,0.12906727
505,0.07686927
506,0.8074642
507,0.38793913
508,0.049722932
509,0.0535995
510,0.15159059
511,0.15407777
512,0.8795912
513,0.39391688
514,0.21459834
515,0.1502887
516,0.8469182
517,0.10675426
518,0.107115075
519,0.051844716
520,0.17292206
521,0.06351425
522,0.11065368
523,0.5964122
524,0.34591216
525,0.47416267
526,0.9390624
527,0.720153
528,0.09840265
529,0.6962523
530,0.19882956
531,0.08904741
532,0.06810446
533,0.13358423
534,0.04190966
535,0.13263868
536,0.047438983
537,0.15584753
538,0.5140805
539,0.17828195
540,0.09439527
541,0.20512655
542,0.24437557
543,0.43575436
544,0.68402445
545,0.17364407
546,0.11006635
547,0.5408688
548,0.047220346
549,0.064430915
550,0.6992811
551,0.85014373
552,0.5894506
553,0.10229549
554,0.09242389
555,0.6066866
556,0.22837609
557,0.16889538
558,0.20263104
559,0.66693205
560,0.37141702
561,0.03641994
562,0.17422657
563,0.52494377
564,0.3034168
565,0.49556756
566,0.09112885
567,0.055105742
568,0.23111138
569,0.8852632
570,0.3483573
571,0.6477581
572,0.19483061
573,0.1241052
574,0.4680926
575,0.4134439
576,0.060467202
577,0.38447157
578,0.07654346
579,0.68673575
580,0.066854075
581,0.078220814
582,0.18253595
583,0.072322905
584,0.17066032
585,0.3645374
586,0.088052854
587,0.174226
588,0.5115901
589,0.13043334
590,0.14680389
591,0.70211965
592,0.106993765
593,0.16570082
594,0.1857098
595,0.69321185
596,0.17725535
597,0.15837397
598,0.3070609
599,0.2722285
600,0.09286269
601,0.1187938
602,0.36545566
603,0.14789747
604,0.09988316
605,0.59010905
606,0.0812158
607,0.4106712
608,0.23300356
609,0.8187921
610,0.15189296
611,0.40414226
612,0.07206964
613,0.06250929
614,0.2538691
615,0.17792527
616,0.0690847
617,0.39869636
618,0.09783648
619,0.14384341
620,0.23471965
621,0.05635451
622,0.35994637
623,0.20562583
624,0.21077701
625,0.4338669
626,0.93846273
627,0.63682073
628,0.13967669
629,0.10522782
630,0.73692906
631,0.07283517
632,0.20133822
633,0.05806246
634,0.36197585
635,0.39711553
636,0.048655808
637,0.088761725
638,0.21639006
639,0.47207385
640,0.04949056
641,0.07665086
642,0.9205726
643,0.6750229
644,0.9353157
645,0.5196035
646,0.8602811
647,0.14592049
648,0.6928984
649,0.062412445
650,0.1317423
651,0.89185804
652,0.088992596
653,0.5046353
654,0.96258247
655,0.09789785
656,0.31490317
657,0.14001122
658,0.14076188
659,0.5165
660,0.7729511
661,0.25077543
662,0.87420344
663,0.6754621
664,0.65896565
665,0.9408216
666,0.04502813
667,0.1479047
668,0.39125225
669,0.9211225
670,0.31169716
671,0.09893891
672,0.5074137
673,0.31186756
674,0.057763666
675,0.9353803
676,0.7863573
677,0.27410138
678,0.20631099
679,0.34738722
680,0.6896854
681,0.3828261
682,0.11563471
683,0.33282623
684,0.17052507
685,0.57220215
686,0.058291018
687,0.05950954
688,0.10530233
689,0.6153496
690,0.2084248
691,0.35761872
692,0.90508205
693,0.2567942
694,0.31236085
695,0.2593535
696,0.1372662
697,0.047337823
698,0.2667283
699,0.8234217
700,0.12995379
701,0.08585663
702,0.79061764
703,0.5855812
704,0.90330344
705,0.19144854
706,0.078107394
707,0.26832968
708,0.11622745
709,0.17150636
710,0.10510004
711,0.4872033
712,0.8028814
713,0.17996415
714,0.105624825
715,0.115961336
716,0.8868894
717,0.09724965
718,0.3742914
719,0.19279414
720,0.06354266
721,0.071763836
722,0.14212821
723,0.36391532
724,0.08430446
725,0.8420594
726,0.13910282
727,0.14645533
728,0.2558243
729,0.5969028
730,0.96966594
731,0.23381628
732,0.3302767
733,0.06866093
734,0.12387366
735,0.5892685
736,0.32396853
737,0.31977946
738,0.61532825
739,0.14086518
740,0.057407744
741,0.12668714
742,0.10938507
743,0.37722036
744,0.14866887
745,0.12488013
746,0.42454198
747,0.068871945
748,0.38597822
749,0.24919023
750,0.46935043
751,0.82186294
752,0.043437228
753,0.10188308
754,0.049471308
755,0.31822476
756,0.11848338
757,0.35952738
758,0.16461165
759,0.06502989
760,0.109790936
761,0.08757422
762,0.4131029
763,0.5075545
764,0.060889803
765,0.16176628
766,0.3940005
767,0.05993104
768,0.44759056
769,0.14468944
770,0.6631784
771,0.08828741
772,0.8000158
773,0.53910106
774,0.08453507
775,0.42205325
776,0.09743423
777,0.6386694
778,0.07401548
779,0.13010965
780,0.92387
781,0.39226806
782,0.26875347
783,0.18823065
784,0.40835214
785,0.20876162
786,0.67598516
787,0.31843212
788,0.2880717
789,0.55265385
790,0.7147361
791,0.3260002
792,0.93106973
793,0.31170973
794,0.18976526
795,0.8721111
796,0.059177257
797,0.5857627
798,0.18859403
799,0.90363616
800,0.20766315
801,0.14283675
802,0.10797054
803,0.5094143
804,0.09195613
805,0.8242087
806,0.2128136
807,0.06966225
808,0.4747647
809,0.29355648
810,0.35515842
811,0.5987657
812,0.25131768
813,0.29137814
814,0.14971861
815,0.69949704
816,0.45621115
817,0.048295826
818,0.1770514
819,0.060031585
820,0.46960843
821,0.17691271
822,0.769698
823,0.12840292
824,0.1511763
825,0.12079369
826,0.18062398
827,0.3379064
828,0.18120965
829,0.12887132
830,0.16995847
831,0.7048027
832,0.1980726
833,0.69926846
834,0.09235712
835,0.48949814
836,0.2569684
837,0.62743336
838,0.18513374
839,0.5868078
840,0.88452774
841,0.73945147
842,0.4132083
843,0.712389
844,0.4503433
845,0.98149544
846,0.963377
847,0.12407355
848,0.077452265
849,0.8247204
850,0.24025412
851,0.235692
852,0.26530284
853,0.5574585
854,0.21383294
855,0.061734848
856,0.26715806
857,0.34772143
858,0.33433452
859,0.040902693
860,0.37056923
861,0.9054343
862,0.042143688
863,0.062011234
864,0.08860163
865,0.13537651
866,0.07116425
867,0.052378595
868,0.5703021
869,0.25385398
870,0.059805594
871,0.13821785
872,0.31418842
873,0.079079986
874,0.059660472
875,0.07977875
876,0.39807308
877,0.17527688
878,0.20668837
879,0.059220772
880,0.32996374
881,0.1656521
882,0.47369003
883,0.43044046
884,0.22107077
885,0.068511546
886,0.15899679
887,0.34713158
888,0.9597225
889,0.2777987
890,0.40121713
891,0.12051742
892,0.06360405
893,0.9332391
894,0.9781385
895,0.1806137
896,0.24180633
897,0.16071163
898,0.05088811
899,0.1890035
900,0.06449825
901,0.3810906
902,0.3020831
903,0.11133957
904,0.09483273
905,0.073910266
906,0.14525343
907,0.53011936
908,0.76040107
909,0.4738319
910,0.16961752
911,0.37399736
912,0.4027553
913,0.04991198
914,0.12818867
915,0.5077787
916,0.20520909
917,0.24582258
918,0.070060454
919,0.17504354
920,0.28666916
921,0.33698538
922,0.49372414
923,0.68165994
924,0.13282505
925,0.10354242
926,0.47400165
927,0.42966864
928,0.20182545
929,0.45408922
930,0.84588796
931,0.7696282
932,0.19040288
933,0.23409893
934,0.1507246
935,0.053697675
936,0.057689734
937,0.126773
938,0.12619533
939,0.43661785
940,0.06617472
941,0.44872525
942,0.04622109
943,0.4131053
944,0.68562675
945,0.10716537
946,0.09859242
947,0.4023817
948,0.1380164
949,0.19197246
950,0.1012378
951,0.054806177
952,0.6876819
953,0.393029
954,0.060774162
955,0.7628561
956,0.4674374
957,0.12734288
958,0.21963027
959,0.15519883
960,0.15488714
961,0.09672235
962,0.09574819
963,0.06608575
964,0.16136658
965,0.2625192
966,0.39117008
967,0.3642475
968,0.2627893
969,0.84851605
970,0.7285194
971,0.06748555
972,0.90971774
973,0.141715
974,0.66122216
975,0.08238865
976,0.24775448
977,0.4987022
978,0.25909504
979,0.48664668
980,0.94984895
981,0.07170703
982,0.05718697
983,0.10730992
984,0.07390175
985,0.23143832
986,0.8973521
987,0.04631064
988,0.10138942
989,0.16610321
990,0.13200332
991,0.25824267
992,0.048968356
993,0.07422219
994,0.35948035
995,0.06806487
996,0.8948685
997,0.067113005
998,0.2255525
999,0.12339559
1000,0.113810636
1001,0.052252483
1002,0.42663226
1003,0.1805895
1004,0.13850203
1005,0.48169336
1006,0.15227829
1007,0.3829542
1008,0.089497104
1009,0.14780024
1010,0.076475516
1011,0.15681446
1012,0.08966179
1013,0.20269361
1014,0.4823459
1015,0.18644531
1016,0.6765036
1017,0.08316796
1018,0.87146485
1019,0.25115877
1020,0.053862363
1021,0.14890204
1022,0.4840279
1023,0.14922749
1024,0.7256457
1025,0.19298999
1026,0.07690501
1027,0.20079125
1028,0.1576098
1029,0.050469488
1030,0.09343859
1031,0.089440756
1032,0.29007614
1033,0.17327024
1034,0.21773386
1035,0.04812763
1036,0.12900716
1037,0.13121325
1038,0.042648282
1039,0.13069409
1040,0.039836414
1041,0.6333722
1042,0.89280117
1043,0.1026626
1044,0.3330274
1045,0.23611397
1046,0.122687824
1047,0.12248438
1048,0.18648076
1049,0.14224233
1050,0.10749163
1051,0.17301011
1052,0.39906132
1053,0.74379504
1054,0.06193088
1055,0.5522155
1056,0.04744211
1057,0.049625024
1058,0.26801875
1059,0.4899376
1060,0.47784886
1061,0.43161675
1062,0.3130776
1063,0.14196947
1064,0.19123784
1065,0.76241255
1066,0.28213462
1067,0.24696454
1068,0.041929748
1069,0.13380864
1070,0.103046335
1071,0.12243844
1072,0.4729793
1073,0.94265914
1074,0.16057977
1075,0.2172094
1076,0.3766635
1077,0.36842453
1078,0.10058958
1079,0.7586874
1080,0.37831685
1081,0.22923024
1082,0.66413647
1083,0.18948431
1084,0.4602599
1085,0.2248787
1086,0.14433223
1087,0.2282255
1088,0.4519435
1089,0.9192637
1090,0.11144048
1091,0.09731384
1092,0.0777523
1093,0.5357134
1094,0.105040215
1095,0.8433762
1096,0.41097447
1097,0.3288
1098,0.5792576
1099,0.5799595
1100,0.41470307
1101,0.23689277
1102,0.12763079
1103,0.25791043
1104,0.077560835
1105,0.3791712
1106,0.2869884
1107,0.28723326
1108,0.7996614
1109,0.5404136
1110,0.16465561
1111,0.13653395
1112,0.11046223
1113,0.16482234
1114,0.17868686
1115,0.099523045
1116,0.15030977
1117,0.60415256
1118,0.87307733
1119,0.1338144
1120,0.19652686
1121,0.36762068
1122,0.050847374
1123,0.19832642
1124,0.7225043
1125,0.19998407
1126,0.6462525
1127,0.14632297
1128,0.8568965
1129,0.22137633
1130,0.19368508
1131,0.13013749
1132,0.91435206
1133,0.17437068
1134,0.6340111
1135,0.8562538
1136,0.41674292
1137,0.10204431
1138,0.1345865
1139,0.22328356
1140,0.0965548
1141,0.17916037
1142,0.09035692
1143,0.5561166
1144,0.91425073
1145,0.35096452
1146,0.3499182
1147,0.5158812
1148,0.22151399
1149,0.37886646
1150,0.13240075
1151,0.22483186
1152,0.58026904
1153,0.052468177
1154,0.18397814
1155,0.41112664
1156,0.13686247
1157,0.9459975
1158,0.928463
1159,0.39964563
1160,0.06790236
1161,0.8204508
1162,0.4221736
1163,0.4272836
1164,0.31054097
1165,0.35939538
1166,0.25249466
1167,0.88452905
1168,0.09838605
1169,0.17957848
1170,0.21144083
1171,0.9151494
1172,0.16500083
1173,0.1928516
1174,0.16008328
1175,0.4222844
1176,0.9358539
1177,0.96511227
1178,0.8829531
1179,0.2221053
1180,0.6614577
1181,0.95196545
1182,0.2970252
1183,0.5119994
1184,0.878945
1185,0.39248285
1186,0.7239315
1187,0.528313
1188,0.9594886
1189,0.46292162
1190,0.057181686
1191,0.94550765
1192,0.058658633
1193,0.97853035
1194,0.32612473
1195,0.71227103
1196,0.09528209
1197,0.07642666
1198,0.09587619
1199,0.6384184
1200,0.37863392
1201,0.22894508
1202,0.06852334
1203,0.049420565
1204,0.04270346
1205,0.17939487
1206,0.09928647
1207,0.9580663
1208,0.2667973
1209,0.6087235
1210,0.14829208
1211,0.6016976
1212,0.6341177
1213,0.03133552
1214,0.077959575
1215,0.94934726
1216,0.21768285
1217,0.5983483
1218,0.06478827
1219,0.44294623
1220,0.1932893
1221,0.4141851
1222,0.43133664
1223,0.65410954
1224,0.082854554
1225,0.47719723
1226,0.16260687
1227,0.077700585
1228,0.6022702
1229,0.8312955
1230,0.9559072
1231,0.23360185
1232,0.63048756
1233,0.20535934
1234,0.9779245
1235,0.9915992
1236,0.06921365
1237,0.5214764
1238,0.9590874
1239,0.42423004
1240,0.21314795
1241,0.06554367
1242,0.21639693
1243,0.09409384
1244,0.3110769
1245,0.47245896
1246,0.65787274
1247,0.2285362
1248,0.06123738
1249,0.74363774
1250,0.11539985
1251,0.68210363
1252,0.603416
1253,0.124447934
1254,0.6808708
1255,0.36663622
1256,0.5810454
1257,0.23052968
1258,0.14223629
1259,0.058810834
1260,0.8235391
1261,0.22763208
1262,0.50633067
1263,0.62198
1264,0.17494227
1265,0.05258747
1266,0.32442805
1267,0.42057276
1268,0.5091563
1269,0.25848925
1270,0.36599952
1271,0.08643108
1272,0.82866263
1273,0.7931844
1274,0.5618065
1275,0.545687
1276,0.956635
1277,0.23102571
1278,0.8964192
1279,0.3642554
1280,0.10965355
1281,0.7888199
1282,0.111326374
1283,0.395765
1284,0.426859
1285,0.1153832
1286,0.14391163
1287,0.17873226
1288,0.6331525
1289,0.20620546
1290,0.33721083
1291,0.19571586
1292,0.66701144
1293,0.3300865
1294,0.9436925
1295,0.19045053
1296,0.08355396
1297,0.20692469
1298,0.08177795
1299,0.054364152
1300,0.52265185
1301,0.17214535
1302,0.25344503
1303,0.598716
1304,0.58869183
1305,0.06056693
1306,0.05524474
1307,0.6195591
1308,0.060614344
1309,0.24175538
1310,0.59083647
1311,0.040344857
1312,0.14068359
1313,0.62122285
1314,0.15434985
1315,0.42749402
1316,0.1892619
1317,0.9427136
1318,0.19862191
1319,0.11491732
1320,0.1130532
1321,0.10466336
1322,0.39690283
1323,0.4488786
1324,0.22708681
1325,0.4155885
1326,0.111752
1327,0.37301475
1328,0.3075642
1329,0.68763477
1330,0.16994654
1331,0.2879117
1332,0.06991957
1333,0.2810032
1334,0.2229043
1335,0.47619656
1336,0.56887054
1337,0.11480615
1338,0.37060344
1339,0.739096
1340,0.35737687
1341,0.1384802
1342,0.17014378
1343,0.072603546
1344,0.2722187
1345,0.11979097
1346,0.11522335
1347,0.43152484
1348,0.6370009
1349,0.7748056
1350,0.12679109
1351,0.36889425
1352,0.31854475
1353,0.093063705
1354,0.1328947
1355,0.23847902
1356,0.1371967
1357,0.5006449
1358,0.11145211
1359,0.26005787
1360,0.05726789
1361,0.7604237
1362,0.08128154
1363,0.081837684
1364,0.20896555
1365,0.41197255
1366,0.06266734
1367,0.13357659
1368,0.7192231
1369,0.97028035
1370,0.06334938
1371,0.6254655
1372,0.14091732
1373,0.19667031
1374,0.43133178
1375,0.65324354
1376,0.19669873
1377,0.8798888
1378,0.117466815
1379,0.203325
1380,0.047849093
1381,0.5342617
1382,0.65071076
1383,0.22848377
1384,0.05901179
1385,0.10602381
1386,0.06351974
1387,0.30108434
1388,0.50467443
1389,0.4564183
1390,0.27212748
1391,0.18941018
1392,0.1793224
1393,0.33671895
1394,0.5058179
1395,0.4213683
1396,0.33412158
1397,0.2837877
1398,0.123749025
1399,0.6706199
1400,0.24889776
1401,0.1483374
1402,0.09321838
1403,0.14294143
1404,0.44802448
1405,0.10417173
1406,0.10173439
1407,0.555318
1408,0.2535723
1409,0.17385381
1410,0.13053015
1411,0.10250591
1412,0.07781288
1413,0.14947346
1414,0.12621696
1415,0.14124677
1416,0.18729767
1417,0.36029556
1418,0.05676911
1419,0.9469978
1420,0.20484813
1421,0.2279488
1422,0.59297067
1423,0.063211784
1424,0.4528617
1425,0.07959829
1426,0.12256257
1427,0.1574339
1428,0.1717508
1429,0.3900664
1430,0.17652987
1431,0.7069686
1432,0.09976714
1433,0.2064957
1434,0.08404929
1435,0.098126024
1436,0.9008264
1437,0.25466532
1438,0.07816606
1439,0.22578816
1440,0.9422497
1441,0.10518291
1442,0.11777653
1443,0.049326163
1444,0.22453621
1445,0.055044822
1446,0.8906777
1447,0.5738962
1448,0.13208123
1449,0.08235412
1450,0.05415543
1451,0.69965655
1452,0.114071004
1453,0.11052875
1454,0.11475137
1455,0.3334433
1456,0.81865287
1457,0.2050895
1458,0.098940186
1459,0.08498859
1460,0.19665182
1461,0.15267102
1462,0.1398037
1463,0.8187622
1464,0.06252757
1465,0.13521157
1466,0.21100682
1467,0.6130226
1468,0.060852177
1469,0.656829
1470,0.0722524
1471,0.72749716
1472,0.21017987
1473,0.13790755
1474,0.20048954
1475,0.75006175
1476,0.76121145
1477,0.37567326
1478,0.08341966
1479,0.59196323
1480,0.12897544
1481,0.1133133
1482,0.5205741
1483,0.05937359
1484,0.16437401
1485,0.8240806
1486,0.9288396
1487,0.36636743
1488,0.17261969
1489,0.4552179
1490,0.18514371
1491,0.35128877
1492,0.38390744
1493,0.13220073
1494,0.37771153
1495,0.8261217
1496,0.16063201
1497,0.0895336
1498,0.700074
1499,0.25200024
1500,0.10301471
1501,0.722494
1502,0.26516935
1503,0.6627815
1504,0.5628738
1505,0.052615125
1506,0.42046082
1507,0.31232306
1508,0.35377583
1509,0.44643265
1510,0.22646813
1511,0.06652122
1512,0.22814485
1513,0.14714412
1514,0.15856256
1515,0.12123774
1516,0.07316878
1517,0.7820875
1518,0.8113472
1519,0.20566088
1520,0.30194455
1521,0.4258737
1522,0.34982497
1523,0.22207117
1524,0.04964472
1525,0.4473784
1526,0.8221355
1527,0.4906075
1528,0.2686107
1529,0.31479725
1530,0.3883202
1531,0.16984032
1532,0.44483587
1533,0.7994716
1534,0.44745046
1535,0.10849102
1536,0.17914146
1537,0.9240105
1538,0.11700611
1539,0.046958495
1540,0.05803252
1541,0.8335163
1542,0.06763215
1543,0.2786115
1544,0.2599897
1545,0.11001932
1546,0.07434824
1547,0.5730582
1548,0.42563072
1549,0.5360694
1550,0.13589583
1551,0.116666116
1552,0.14737837
1553,0.54155856
1554,0.19068275
1555,0.95667845
1556,0.14335518
1557,0.041581575
1558,0.9461529
1559,0.5234628
1560,0.59223866
1561,0.16774045
1562,0.090556584
1563,0.3737492
1564,0.06666067
1565,0.2504765
1566,0.18871711
1567,0.08988638
1568,0.055155557
1569,0.24608915
1570,0.88855183
1571,0.17835961
1572,0.2311685
1573,0.48172483
1574,0.05021021
1575,0.2241774
1576,0.30297166
1577,0.053395282
1578,0.14980379
1579,0.08240637
1580,0.17546527
1581,0.0749311
1582,0.12472627
1583,0.06238311
1584,0.07805353
1585,0.14029403
1586,0.7917483
1587,0.7351926
1588,0.86746943
1589,0.09512632
1590,0.06381189
1591,0.2402086
1592,0.067487486
1593,0.07647724
1594,0.78727007
1595,0.7118823
1596,0.12316093
1597,0.084209636
1598,0.08146686
1599,0.23088132
1600,0.067331344
1601,0.058039438
1602,0.075430624
1603,0.41111422
1604,0.11082394
1605,0.1311513
1606,0.33580306
1607,0.32738286
1608,0.28102642
1609,0.16050811
1610,0.074845105
1611,0.3013764
1612,0.5054769
1613,0.20318839
1614,0.74490654
1615,0.11320707
1616,0.97866577
1617,0.96984935
1618,0.18726167
1619,0.6384167
1620,0.95311326
1621,0.9549565
1622,0.46002272
1623,0.9535827
1624,0.29702473
1625,0.043293692
1626,0.05917063
1627,0.16633974
1628,0.1512296
1629,0.28513563
1630,0.06575269
1631,0.07487828
1632,0.8357899
1633,0.6813186
1634,0.18854436
1635,0.10372715
1636,0.45891148
1637,0.14603315
1638,0.11707786
1639,0.09084377
1640,0.33072898
1641,0.07421977
1642,0.062437233
1643,0.2432922
1644,0.24873562
1645,0.057703696
1646,0.06970342
1647,0.93818736
1648,0.47938704
1649,0.22039181
1650,0.39048654
1651,0.94271266
1652,0.06679472
1653,0.11718785
1654,0.64483804
1655,0.09244396
1656,0.044346742
1657,0.047195308
1658,0.17062156
1659,0.24817307
1660,0.9453216
1661,0.33059138
1662,0.6486601
1663,0.0980912
1664,0.51054823
1665,0.273281
1666,0.12265665
1667,0.10989677
1668,0.6746082
1669,0.06264336
